35.682795	139.522494
35.682770	139.522474
35.682766	139.522476
35.682750	139.522484
35.682741	139.522491
35.682743	139.522494
35.682743	139.522499
35.682740	139.522505
35.682738	139.522510
35.682733	139.522513
35.682726	139.522513
35.682716	139.522518
35.682706	139.522529
35.682696	139.522543
35.682683	139.522561
35.682663	139.522586
35.682628	139.522606
35.682581	139.522615
35.682533	139.522596
35.682493	139.522559
35.682436	139.522523
35.682383	139.522491
35.682320	139.522471
35.682261	139.522465
35.682204	139.522473
35.682151	139.522506
35.682088	139.522518
35.682026	139.522518
35.681966	139.522494
35.681916	139.522469
35.681880	139.522438
35.681906	139.522384
