35.682576	139.522268
35.682525	139.522251
35.682528	139.522253
35.682535	139.522260
35.682536	139.522245
35.682533	139.522253
35.682521	139.522279
35.682513	139.522296
35.682501	139.522319
35.682481	139.522359
35.682460	139.522429
35.682445	139.522529
35.682430	139.522603
35.682413	139.522660
35.682393	139.522711
35.682371	139.522739
35.682329	139.522741
35.682291	139.522738
35.682260	139.522738
35.682238	139.522693
35.682235	139.522654
35.682239	139.522604
35.682255	139.522550
35.682266	139.522484
