35.682788	139.522420
35.682776	139.522414
35.682771	139.522418
35.682768	139.522423
35.682766	139.522428
35.682748	139.522426
35.682750	139.522421
35.682755	139.522416
35.682755	139.522413
35.682758	139.522416
35.682759	139.522421
35.682758	139.522421
35.682758	139.522424
35.682758	139.522424
35.682761	139.522428
35.682763	139.522426
35.682764	139.522424
35.682764	139.522423
35.682768	139.522424
35.682768	139.522423
35.682766	139.522423
35.682758	139.522420
35.682748	139.522421
35.682613	139.522393
35.682558	139.522380
35.682498	139.522363
35.682428	139.522339
35.682358	139.522314
35.682289	139.522290
35.682223	139.522264
35.682154	139.522238
35.682090	139.522213
